id,name,lastname,gender,nationality
18679,"TÃ–RNER, GÃ¶sta",M,SWE
18680,"TÃ–RO, Andras Istvan",M,HUN
18681,"TÃ–TH, Judith",F,HUN
18682,"TABAK, Jiri",M,TCH
18683,"TABAK, Zan",M,CRO
18684,"TABAKOVA, Maja",F,BUL
18685,"TABAKOVA, Yuliya",F,RUS
18686,"TABARES PADILLA, Carlos Alberto",M,CUB
18687,"TABER, Norman",M,USA
18688,"TACHIBANA, Miya",F,JPN
18689,"TACOVA-TKACIKOVA, Adolfina",F,TCH
18690,"TACU-CRAICIUNESCU, Florenta",F,ROU
18691,"TADESSE, Zersenay",M,ERI
18692,"TAEKEMA, Teake",M,NED
18693,"TAELMAN, Oscar",M,BEL
18694,"TAEYMANS, Edouard",M,BEL
18695,"TAGA, Nicolaie",M,ROU
18696,"TAGLIARIOL, Matteo",M,ITA
18697,"TAGUCHI, Masaharu",M,JPN
18698,"TAGUCHI, Nobutaka",M,JPN
18699,"TAHA, Khalil",M,LIB
18700,"TAHIR, Zaman",M,PAK
18701,"TAIANOVITCH, Veniamin",M,EUN
18702,"TAILLANDIER, Georges",M,FRA
18703,"TAILLON, Jacinthe",F,CAN
18704,"TAIMAZOV, Timour",M,EUN
18705,"TAIMAZOV, Timour",M,UKR
18706,"TAINTURIER, Georges",M,FRA
18707,"TAIPALE, Armas Rudolf",M,FIN
18708,"TAIT, Blyth",M,NZL
18709,"TAIT, Cecilia",F,PER
18710,"TAIT, Thomas Gerald",M,GBR
18711,"TAJBERT, Vitali",M,GER
18712,"TAJIMA, Naoto",M,JPN
18713,"TAJIMA, Yasuko",F,JPN
18714,"TAKABAYASHI, Takayuki",M,JPN
18715,"TAKAC, Silvester",M,YUG
18716,"TAKACS, Karoly",M,HUN
18717,"TAKADA, Yuji",M,JPN
18718,"TAKAHASHI, Kaori",F,JPN
18719,"TAKAHASHI, Naoko",F,JPN
18720,"TAKAHASHI, Yoshinobu",M,JPN
18721,"TAKAHIRA, Shinji",M,JPN
18722,"TAKAISHI, Katsuo",M,JPN
18723,"TAKAMI, Yasunori",M,JPN
18724,"TAKAYAMA, Aki",F,JPN
18725,"TAKAYAMA, Juri",F,JPN
18726,"TAKAYAMA, Suzue",F,JPN
18727,"TAKAYANAGI, Shoko",F,JPN
18728,"TAKEDA, Miho",F,JPN
18729,"TAKEMOTO, Masao",M,JPN
18730,"TAKHTI, Gholam Reza",M,IRI
18731,"TAKIMOTO, Makoto",M,JPN
18732,"TALAJ, Marian",M,POL
18733,"TALALAEVA, Lyubov",F,URS
18734,"TALAPAN, Viorel",M,ROU
18735,"TALAVERA, Tracee Ann",F,USA
18736,"TALBOT, M.W.",M,GBR
18737,"TALEVA, Ivelina",F,BUL
18738,"TALJA, S.",M,FIN
18739,"TALLBERG, Bertil",M,FIN
18740,"TALLBERG, Georg",M,FIN
18741,"TALLBERG, Gunnar",M,FIN
18742,"TALLENT, Jared",M,AUS
18743,"TALLEUX, Raymond",M,FRA
18744,"TALLROTH, Roger",M,SWE
18745,"TALTS, Yan",M,URS
18746,"TALVARD, Bernard",M,FRA
18747,"TALYSHEVA, Tatyana",F,URS
18748,"TAMAGNINI, Vittorio",M,ITA
18749,"TAMBURRINO, Brett",M,AUS
18750,"TAMIRJAN, Anamaria",F,ROU
18751,"TAMM, Yuri",M,URS
18752,"TAMMAS, Walter Baldry",M,GBR
18753,"TAMMER, Harald",M,EST
18754,"TAMMERT, Aleksander",M,EST
18755,"TAMMINEN, Taavi",M,FIN
18756,"TAMOTO, Hiroko",F,JPN
18757,"TAMPAKOS, Dimosthenis",M,GRE
18758,"TAMSAMANI, Tahar",M,MAR
18759,"TAMUDO, Raul",M,ESP
18760,"TAMULIS, Rikardas",M,URS
18761,"TAN, Howe-Liang (Tiger)",M,SIN
18762,"TAN, Kai Wen",M,USA
18763,"TAN, Liang-De",M,CHN
18764,"TAN, Miao",F,CHN
18765,"TAN, Xue",F,CHN
18766,"TAN, Zongliang",M,CHN
18767,"TANABE, Chikara",M,JPN
18768,"TANABE, Kiyoshi",M,JPN
18769,"TANABE, Yoko",F,JPN
18770,"TANAKA-IKEDA, Keiko",F,JPN
18771,"TANAKA, Junko",F,JPN
18772,"TANAKA, Masami",F,JPN
18773,"TANAKA, Miyako",F,JPN
18774,"TANAKA, Satoko",F,JPN
18775,"TANASA-FRICIOIU, Maria",F,ROU
18776,"TANASE, Anca",F,ROU
18777,"TANASESCU, Atanasie",M,ROU
18778,"TANASKOVIC, Zeljko",M,YUG
18779,"TANCHEVA, Galina",F,BUL
18780,"TANCHEVA, Vladislava",F,BUL
18781,"TANDERUP, Dorthe",F,DEN
18782,"TANG, Bin",F,CHN
18783,"TANG, Chunling",F,CHN
18784,"TANG, Gonghong",F,CHN
18785,"TANG, Jingzhi",F,CHN
18786,"TANG, Jiuhong",F,CHN
18787,"TANG, Lin",F,CHN
18788,"TANG, Ningsheng",M,CHN
18789,"TANG, Yongshu",F,CHN
18790,"TANGER, Helen",F,NED
18791,"TANGERAAS, Trine",F,NOR
18792,"TANGRIEV, Abdullo",M,UZB
18793,"TANI, Ryoko",F,JPN
18794,"TANI, Yoshitomo",M,JPN
18795,TANIA,F,BRA
18796,"TANIDA, Kinuko",F,JPN
18797,"TANIKAWA, Teijiro",M,JPN
18798,"TANIMOTO, Ayumi",F,JPN
18799,"TANNER, Elaine",F,CAN
18800,"TANNER, Irene Vera",F,GBR
18801,"TANNER, Lauri Arvo",M,FIN
18802,"TANNER, Troy R.",M,USA
18803,"TANNER, Vera",F,GBR
18804,"TANRIKULU, Azize",F,TUR
18805,"TANRIKULU, Bahri",M,TUR
18806,"TANUI, William",M,KEN
18807,"TANZINI, Athos",M,ITA
18808,"TANZINI, Luisa",F,ITA
18809,"TAO, Hua",F,CHN
18810,"TAO, Luna",F,CHN
18811,"TÃœLLER, Horst",M,EUA
18812,"TÃœMMLER, Bodo",M,FRG
18813,"TAORMINA, Sheila",F,USA
18814,"TAOV, Khasanbi",M,RUS
18815,"TAPAVICZA, Momcsillo",M,HUN
18816,"TAPIA, Nelson",M,CHI
18817,"TAPIA, Ramon",M,CHI
18818,"TAPIE, Georges",M,FRA
18819,"TAPPIN, Ashley T",F,USA
18820,"TAPSELL, Carlyle Carrol",M,IND
18821,"TARABINI, Patricia",F,ARG
18822,"TARABRIN, Anatoli",M,URS
18823,"TARABULSI, Kheir Mohamed",M,LIB
18824,"TARAKANOV, Sergei",M,URS
18825,"TARAKANOVA, Nelli",F,URS
18826,"TARAN, Ruslana",F,UKR
18827,"TARAN, Titie",F,ROU
18828,"TARANENKO, Leonid",M,URS
18829,"TARANENKO, Leonid",M,EUN
18830,"TARANTINO, Luigi",M,ITA
18831,"TARANU, Ion",M,ROU
18832,"TARASCONI, Domingo Alberto",M,ARG
18833,"TARASOV, Aleksandr",M,URS
18834,"TARASOV, Maksim",M,EUN
18835,"TARASOV, Maksim",M,RUS
18836,"TARGETT, Matt",M,AUS
18837,"TARICS, Sandor",M,HUN
18838,"TARIQ, Aziz",M,PAK
18839,"TARIS, Jean",M,FRA
18840,"TARLAO, Aldo",M,ITA
18841,"TARMAK, Yuri",M,URS
18842,"TARPLEY, Lindsay",F,USA
18843,"TARR, Juraj",M,SVK
18844,TARTARA,M,FRA
18845,"TARVER, Antonio",M,USA
18846,"TASKER, Rolland Leslie",M,AUS
18847,"TASKIN, Ayhan",M,TUR
18848,"TASNADI, Stefan",M,ROU
18849,"TASS LEMHENYI, Olga",F,HUN
18850,"TASSELLI, Luigi",M,ITA
18851,"TATAI, Tibor",M,HUN
18852,"TATARCHUK, Vladimir",M,URS
18853,"TATARINOV, Nikolai",M,URS
18854,"TATE, Frank",M,USA
18855,"TATE, Harry",M,USA
18856,"TATE, John",M,USA
18857,"TATENO, Chiyori",F,JPN
18858,"TATES, Nicolaas",M,NED
18859,"TATHAM, Charles",M,CUB
18860,"TATHAM, Charles",M,USA
18861,"TATHAM, Reidun",F,CAN
18862,"TATSUMI, Juri",F,JPN
18863,"TATUSHIN, Boris",M,URS
18864,"TAUBER, Ulrike",F,GDR
18865,"TAULER, Antonio",M,ESP
18866,"TAURASI, Diana",F,USA
18867,"TAURIMA, Jai",M,AUS
18868,"TAUSCHER, Johann",M,AUT
18869,"TAUSKEY, Mary Anne",F,USA
18870,"TAUZIN, Henri",M,FRA
18871,"TAVAKOLI, Hossein",M,IRI
18872,"TAYFUR, Muhlis",M,TUR
18873,"TAYLAN, Nurcan",F,TUR
18874,"TAYLOR-CAMPBELL, Elizabeth",F,CAN
18875,"TAYLOR-ISSAJENKO, Angella",F,CAN
18876,"TAYLOR, Albert",M,CAN
18877,"TAYLOR, Angelo",M,USA
18878,"TAYLOR, Brenda Susan",F,CAN
18879,"TAYLOR, Christopher J.",M,USA
18880,"TAYLOR, Frederick Morgan",M,USA
18881,"TAYLOR, Goeffrey Barron",M,CAN
18882,"TAYLOR, Henry",M,GBR
18883,"TAYLOR, Howard",M,GBR
18884,"TAYLOR, Ian Charles Boucher",M,GBR
18885,"TAYLOR, Jack George Neil",M,USA
18886,"TAYLOR, Jermain",M,USA
18887,"TAYLOR, John Baxter",M,USA
18888,"TAYLOR, John Paskin",M,GBR
18889,"TAYLOR, Leon",M,GBR
18890,"TAYLOR, Louise",F,USA
18891,"TAYLOR, Mabel",F,USA
18892,"TAYLOR, Meldrick",M,USA
18893,"TAYLOR, Norman",M,CAN
18894,"TAYLOR, Oliver",M,AUS
18895,"TAYLOR, Penny",F,AUS
18896,"TAYLOR, Rachael",F,AUS
18897,"TAYLOR, Robert",M,USA
18898,"TAYLOR, Thomas",M,CAN
18899,"TAYMAZOV, Artur",M,UZB
18900,"TAYOT, Pascal",M,FRA
18901,"TAZEGUL, Servet",M,TUR
18902,"TAZZER VALENCIA, Valencia Gerardo",M,MEX
18903,"TCHACHINA, Irina",F,RUS
18904,"TCHANTURIA, Vladimer",M,GEO
18905,"TCHEBOUKINA, Elena",F,EUN
18906,"TCHEPELEVA, Anna",F,RUS
18907,"TCHIGUIR, Alexandre",M,EUN
18908,"TCHOMAKHIDZE, Revaz",M,RUS
18909,"TCHOULLOUYAN, Bernard",M,FRA
18910,"TCHOUMAK, Igor",M,EUN
18911,"TEAGARDEN, Taylor",M,USA
18912,"TEBENIKHINA, Irina",F,RUS
18913,"TEDEYEV, Elbrus",M,UKR
18914,"TEDIASHVILI, Levan",M,URS
18915,"TEEUWEN, Josepha",F,NED
18916,"TEEUWISSEN, Arjen",M,NED
18917,"TEFFER, Martin",M,NED
18918,"TEJERA, D.",M,URU
18919,"TELLERIA, Maider",F,ESP
18920,"TELLES DA CONCEICAO, Jose",M,BRA
18921,"TELLEZ PALACIO, Dulce M.",F,CUB
18922,"TELLEZ, Norberto",M,CUB
18923,"TELLO, Rodrigo",M,CHI
18924,"TEMES, Judith",F,HUN
18925,"TEMPLETON, Robert Lyman",M,USA
18926,"TEMU, Nabiba Naftali",M,KEN
18927,"TEN CATE, Caesar Herman",M,NED
18928,"TEN ELSEN, Eva-Maria",F,EUA
18929,"TENADZE, Georgi",M,URS
18930,"TENG, Haibin",M,CHN
18931,"TENGIZBAYEV, Nurbakyt",M,KAZ
18932,"TENGWALL, Georg H.",M,SWE
18933,"TENK, Martin",M,CZE
18934,"TEODORESCU, Monica",F,FRG
18935,"TEODORESCU, Monica",F,GER
18936,"TER-MKRTCHYAN, Alfred",M,EUN
18937,"TER-OVANESYAN, Igor",M,URS
18938,"TERÃ„SVIRTA, Einari Allan",M,FIN
18939,"TERADA, Noboru",M,JPN
18940,"TERENZI, Tonhi",M,ITA
18941,"TERESHCHUK-ANTIPOVA, Tetiana",F,UKR
18942,"TERESHCHUK, Boris",M,URS
18943,"TERESHINA, Elena",F,URS
18944,"TERESHUK, Victoria",F,UKR
18945,"TERGAT, Paul",M,KEN
18946,"TERLAZZO, Anthony",M,USA
18947,"TERLETZKI, Frank",M,GDR
18948,"TERLIZZI, Rodolfo",M,ITA
18949,"TERMEULEN, Johanna Maria",F,NED
18950,"TERNSTRÃ–M, Josef",M,SWE
18951,"TERPSTRA, Erica Georgine",F,NED
18952,"TERRAS, Anthony",M,FRA
18953,"TERRUZZI, Ferdinando",M,ITA
18954,"TERRY, Henry John",M,FRA
18955,"TERRY, Lawrence Jr.",M,USA
18956,"TERRY, Simon",M,GBR
18957,"TERSZTYANSZKY, Ã–dÃ¶n",M,HUN
18958,"TERTELIJE, Jozef",M,YUG
18959,"TERWILLIGER, John Richard",M,USA
18960,"TERWOGT, Johannes Hester Lambertus",M,NED
18961,"TERY, Ã–dÃ¶n",M,HUN
18962,"TERYAN, Artem",M,URS
18963,"TERZIEV, Kiril",M,BUL
18964,"TESDORPF, Burkhard",M,FRG
18965,"TESING, Rudolph",M,USA
18966,"TESTA, Franco",M,ITA
18967,"TETI, Michael Francis",M,USA
18968,"TETYUKHIN, Sergey",M,RUS
18969,"TEULERE, Jean",M,FRA
18970,"TEUSCHER, Cristina",F,USA
18971,"TEVEZ, Carlos",M,ARG
18972,"TEWANINA, Lewis",M,USA
18973,"TEWES, Jan-Peter",M,GER
18974,"TEWES, Stefan",M,GER
18975,"TEWKSBURY, Mark",M,CAN
18976,"TEWKSBURY, Walter B. John",M,USA
18977,"TEWS, Andreas",M,GDR
18978,"TEWS, Andreas",M,GER
18979,"THÃ–GERSEN, Svein Th.",M,NOR
18980,"THÃ–RN, Lars",M,SWE
18981,"THÃ‰VENON, Albert",M,FRA
18982,"THALMANN, Melchior",M,SUI
18983,"THAMS, Jacob Tullin",M,NOR
18984,"THANOPOULOS, Demetrios",M,GRE
18985,"THANOU, Ekaterini",F,GRE
18986,"THÃœMER, Petra",F,GDR
18987,"THÃœMMLER, DÃ¶rte",F,GDR
18988,"THÃœNE, Wolfgang",M,GDR
18989,"THAON DI REVEL, Paolo",M,ITA
18990,"THATE, Carole",F,NED
18991,"THAU, Martin Hansen",M,DEN
18992,"THAULOW, Carl Gustav",M,NOR
18993,"THEAS, Charles",M,USA
18994,"THEATO, Michel",M,FRA
18995,"THEEUWES, Adrianus Cornelis",M,NED
18996,"THEILE, David Egmont",M,AUS
18997,"THEILIG, Hans",M,GER
18998,"THEISMANN, Dirk",M,FRG
18999,"THELEN, Eduard",M,FRG
19000,"THELNING, Ake",M,SWE
19001,"THELOKE, Stev",M,GER
19002,"THEODOROPOULOS, Ioannis",M,GRE
19003,"THEOFILAKIS, Alexandros",M,GRE
19004,"THEOFILAKIS, Ioannis",M,GRE
19005,"THEUERKAUFF-VORBRICH, Gudrun",F,EUA
19006,"THEUERKAUFF, JÃ¼rgen",M,EUA
19007,"THEURER-MAX, Elisabeth",F,AUT
19008,THIAGO NEVES,M,BRA
19009,THIAGO SILVA,M,BRA
19010,"THIBAUD, Victor",M,FRA
19011,"THIEBAUT, Jean-Luc",M,FRA
19012,"THIEBAUT, LÃ©on",M,FRA
19013,"THIEDE, Peter",M,GER
19014,"THIEDEMANN, Fritz",M,GER
19015,"THIEDEMANN, Fritz",M,EUA
19016,"THIEFENTHALER, Gustav",M,USA
19017,"THIEL, Alvar",M,SWE
19018,"THIEL, Andreas",M,FRG
19019,"THIELE, Annekatrin",F,GER
19020,"THIELE, JÃ¼rgen",M,GDR
19021,"THIELE, Klaus",M,GDR
19022,"THIELEMANN, Ursula",F,FRG
19023,"THIEME, Alexander",M,GDR
19024,"THIEME, Jana",F,GER
19025,"THIEN, Margot",F,USA
19026,"THIERCELIN, Raoul",M,FRA
19027,"THIERRY, Robert",M,FRA
19028,"THIJSSEN, Walter",M,NED
19029,"THIMM-FINGER, Ute",F,FRG
19030,"THINCHANT, Paul",M,BEL
19031,"THIOLON, Pierre",M,FRA
19032,"THIRY, Jules",M,BEL
19033,"THITIAR, Pierre",M,BEL
19034,"THOBURN, William",M,CAN
19035,"THOFELT, Sven",M,SWE
19036,"THOM, Linda",F,CAN
19037,"THOMA, Heinrich",M,SUI
19038,"THOMAS, A. Henry",M,GBR
19039,"THOMAS, Christian",M,DEN
19040,"THOMAS, Geraint",M,GBR
19041,"THOMAS, Gordon W.",M,GBR
19042,"THOMAS, Iwan",M,GBR
19043,"THOMAS, Jerome",M,FRA
19044,"THOMAS, Joel",M,USA
19045,"THOMAS, Johannes",M,GDR
19046,"THOMAS, John Curtis",M,USA
19047,"THOMAS, Nils",M,NOR
19048,"THOMAS, Petria",F,AUS
19049,"THOMAS, RenÃ©",M,FRA
19050,"THOMASCHINSKI, Simone Heike",F,GER
19051,"THOMEE, Jan",M,NED
19052,"THOMPSON-MURDOCK, Margaret",F,USA
19053,"THOMPSON, Alan Blair",M,NZL
19054,"THOMPSON, Chris",M,USA
19055,"THOMPSON, Daley",M,GBR
19056,"THOMPSON, Donald James",M,GBR
19057,"THOMPSON, Fred Houghton",M,NZL
19058,"THOMPSON, Hanna",F,USA
19059,"THOMPSON, James",M,CAN
19060,"THOMPSON, Jean",F,CAN
19061,"THOMPSON, Jenny",F,USA
19062,"THOMPSON, Joanne Sarah",F,GBR
19063,"THOMPSON, Lesley Allison",F,CAN
19064,"THOMPSON, Obadele",M,BAR
19065,"THOMPSON, Richard",M,AUS
19066,"THOMPSON, Richard",M,TRI
19067,"THOMPSON, Tina",F,USA
19068,"THOMPSON, Wilbur Marvin",M,USA
19069,"THOMPSON, William G.",M,USA
19070,"THOMPSON, William Henry",M,USA
19071,"THOMS, Lothar",M,GDR
19072,"THOMSEN, Camilla Ingemann",F,DEN
19073,"THOMSEN, Hasse",M,SWE
19074,"THOMSEN, Peter",M,GER
19075,"THOMSEN, Sven Bernth",M,DEN
19076,"THOMSEN, Theodor",M,GER
19077,"THOMSON, Earl",M,CAN
19078,"THOMSON, Earl Foster",M,USA
19079,"THOMSON, Gordon Lindsay",M,GBR
19080,"THOMSON, Julius A.",M,CAN
19081,"THOMSON, Kirsten",F,AUS
19082,"THONGBURAN, Pornchai",M,THA
19083,"THONGSUK, Pawina",F,THA
19084,"THORBORG, SÃ¶ren Frederik",M,DEN
19085,"THORELL, Sven",M,SWE
19086,"THOREN, Per",M,SWE
19087,"THORESSON, William",M,SWE
19088,"THORKILDSEN, Andreas",M,NOR
19089,"THORKILDSEN, Thorleif",M,NOR
19090,"THORMÃ„HLEN, Edmund",M,SWE
19091,"THORN-RISSON, Robyn",F,AUS
19092,"THORNE, Ernest Arthur",M,GBR
19093,"THORNE, Raymond",M,USA
19094,"THORNTON, Erich",M,BEL
19095,"THORNYCROFT, Thomas",M,GBR
19096,"THORPE, Ian",M,AUS
19097,"THORPE, Jim",M,USA
19098,"THORSEN, Rolf Bernt",M,NOR
19099,"THORSSNESS, Kristen Joy",F,USA
19100,"THORSSON, Pierre",M,SWE
19101,"THORSTENSEN, Gabriel",M,NOR
19102,"THORSTENSEN, Thomas",M,NOR
19103,"THORVALDSEN, Thor",M,NOR
19104,"THOULD, Thomas Henry",M,GBR
19105,"THOUVENEL, Jean Christophe",M,FRA
19106,"THREDGOLD, Gavin",M,AUS
19107,"THROWER-AUSTIN, Norma Claire",F,AUS
19108,"THUBE, AmÃ©dÃ©",M,FRA
19109,"THUBE, Gaston",M,FRA
19110,"THUBE, Jacques",M,FRA
19111,"THUBRON, Emile",M,FRA
19112,"THUE, Jeffrey James Milton",M,CAN
19113,"THUERIG, Karin",F,SUI
19114,"THUGWANE, Josia",M,RSA
19115,"THUN, Karl-Heinz",M,GDR
19116,"THUN, Kjersti",F,NOR
19117,"THURBER, Delos Packard",M,USA
19118,"THURIG, Karin",F,SUI
19119,"THURNHERR, Georges",M,FRA
19120,"THYMANN, Poul",M,DEN
19121,"TIACOH, Gabriel",M,CIV
19122,"TIAINEN, Juha",M,FIN
19123,"TIAN, Bingyi",M,CHN
19124,"TIAN, Jia",F,CHN
19125,"TIAN, Liang",M,CHN
19126,"TIBBETTS, Willard",M,USA
19127,"TIBERTI, Gianluca",M,ITA
19128,"TICHTCHENKO, Elizaveta",F,RUS
19129,"TIEDT, Fred",M,IRL
19130,"TIEL, Edouard Herbert",M,NED
19131,"TIEPOLD, Peter",M,GDR
19132,"TIERSCH, GÃ¼nther",M,FRG
19133,"TIETGENS, Waldemar",M,GER
19134,"TIETZ, Marion",F,GDR
19135,"TIFFEE, Terry",M,USA
19136,"TIGIEV, Soslan",M,UZB
19137,"TIGIYEV, Taimuraz",M,KAZ
19138,"TIIRI, VÃ¤inÃ¶ Edvard",M,FIN
19139,"TIKAL, Ladislav",M,TCH
19140,"TIKHANOV, Vasili",M,URS
19141,"TIKHOMIROV, Igor",M,URS
19142,"TIKHON, Ivan",M,BLR
19143,"TIKHONENKO, Valeri",M,URS
19144,"TIKHONINA, Tamara",F,URS
19145,"TIKHONOV, Vladimir",M,URS
19146,"TIKKANEN, Robert",M,FIN
19147,"TIKMERS, Zhorzh",M,URS
19148,"TILDEN, Charles Lee",M,USA
19149,"TILKER, Ewald",M,GER
19150,"TILLER, Henry",M,NOR
19151,"TILLI, Endre",M,HUN
19152,"TILLMAN, Henry",M,USA
19153,"TIMAR, Istvan",M,HUN
19154,"TIMINSKAS, Mindaugas",M,LTU
19155,"TIMMER, Hendrik",M,NED
19156,"TIMMERMANN, Ulf",M,GDR
19157,"TIMMONS, Steve Dennis",M,USA
19158,"TIMMS, Christopher",M,NZL
19159,"TIMMS, Michelle",F,AUS
19160,"TIMOSHENKO, Alexandra",F,URS
19161,"TIMOSHENKO, Alexandra",F,EUN
19162,"TIMOSHININ, Aleksandr",M,URS
19163,"TIMUR, Minarti",F,INA
19164,"TINKER, Gerald A.",M,USA
19165,"TINNEY, Stuart",M,AUS
19166,"TINNING, Robert Noel",M,AUS
19167,"TIOZZO, Christophe",M,FRA
19168,"TIPPELT, Sven",M,GDR
19169,"TIRADOS, Paola",F,ESP
19170,"TIRARD, RenÃ©",M,FRA
19171,"TIRLEA-MANOLACHE, Ionela",F,ROU
19172,"TISDALE, Wayman Lawrence",M,USA
19173,"TISDALL, Robert Morton Newburgh",M,IRL
19174,"TISHCHENKO, Alexey",M,RUS
19175,"TISHCHENKO, Anatoly",M,RUS
19176,"TISHCHENKO, Andrei",M,URS
19177,"TISHCHENKO, Elizaveta",F,RUS
19178,"TISHCHENKO, Nikolai",M,URS
19179,"TISHCHENKO, Vadim",M,URS
19180,"TISHIN, Boris",M,URS
19181,"TISHKO, Mikhail",M,URS
19182,"TITA, Vasile",M,ROU
19183,"TITCUME, Natalie",F,AUS
19184,"TITLIC, Ana",F,YUG
19185,"TITO, Michele",M,ITA
19186,"TITOV, Yuri",M,URS
19187,"TITT, William",M,GBR
19188,"TITUS, Constance",M,USA
19189,"TIUMENBAEV, Ruslan",M,KGZ
19190,"TIVONTCHIK, Andrei",M,GER
19191,"TIZZANO, Davide",M,ITA
19192,"TJUGUM, Heidi Maire",F,NOR
19193,"TJUKIN, Eduard",M,RUS
19194,"TKAC, Anton",M,TCH
19195,"TKACHENKO, Aleksandr",M,URS
19196,"TKACHENKO, Marina",F,EUN
19197,"TKACHENKO, Nadezhda",F,URS
19198,"TKACHENKO, Vladimir",M,URS
19199,"TKACHEV, Aleksandr",M,URS
19200,"TKASHENKO, Vladimir",M,URS
19201,"TMENOV, Tamerlan",M,RUS
19202,"TOBIAN, Gary Milburn",M,USA
19203,"TOBIAS, Nataliya",F,UKR
19204,"TOCEK, Julius",M,TCH
19205,"TOCHENOVA, Klavdiya",F,URS
19206,"TODD, Mark",M,NZL
19207,"TODISCO, Salvatore",M,ITA
19208,"TODOROKI, Kenjiro",M,JPN
19209,"TODOROV, Enyu Dinev",M,BUL
19210,"TODOROV, Georghi",M,BUL
19211,"TODOROV, Kiril Petkov",M,BUL
19212,"TODOROV, Mitko",M,BUL
19213,"TODOROV, Serafim",M,BUL
19214,"TODOROVA, Rita",F,BUL
19215,"TODTEN-HEIN, Jaqueline",F,GDR
19216,"TOERSLEFF, O.W.F.",M,SWE
19217,"TOETTI, Edgardo",M,ITA
19218,"TOFOLI, Paolo",M,ITA
19219,"TOGNINI, Franco",M,ITA
19220,"TOGO, Akihiro",M,JPN
19221,"TOHUZOV, Vladimir",M,URS
19222,"TOIVOLA, Aleksander",M,FIN
19223,"TOIVONEN, Armas Adam",M,FIN
19224,"TOIVONEN, Kaarlo Kalervo",M,FIN
19225,"TOIVONEN, Nestori",M,FIN
19226,"TOKAREV, Boris",M,URS
19227,"TOKOUN, Elena",F,RUS
19228,"TOKUNAGA, Koji",M,JPN
19229,"TOKUTOMI, Takeshi",M,JPN
19230,"TOLA, Tesfaye",M,ETH
19231,"TOLAN, Eddie",M,USA
19232,"TOLKOUNOVA, Irina",F,RUS
19233,"TOLLBOM, Arne",M,SWE
19234,"TOLLEFSEN, Tollef",M,NOR
19235,"TOLLER, Montagu Henry",M,GBR
19236,"TOM, LÃ©on",M,BEL
19237,"TOM, Logan",F,USA
19238,"TOM, Richard Watt Sung",M,USA
19239,"TOMA, Sanda",F,ROU
19240,"TOMA, Valer",M,ROU
19241,"TOMALIN, P.H.",M,FRA
19242,"TOMAN, Ladislav",M,TCH
19243,"TOMAS, Victor",M,ESP
19244,"TOMASEVIC, Dejan",M,YUG
19245,"TOMASEVIC, Kosta",M,YUG
19246,"TOMASHEVA, Tatyana",F,RUS
19247,"TOMASIAK, Adam",M,POL
19248,"TOMASINA, Alberto",M,URU
19249,"TOMASZEWSKI, Jan",M,POL
19250,"TOMESCU, Constantina",F,ROU
19251,"TOMIAK, Tomasz",M,POL
19252,"TOMIN, Nikolai",M,URS
19253,"TOMITA, Hiroyuki",M,JPN
19254,"TOMITA, Kazuo",M,JPN
19255,"TOMIYAMA, Hideaki",M,JPN
19256,"TOMKINS, James",M,AUS
19257,"TOMOIAGA, Vasile",M,ROU
19258,"TOMOV, Aleksandr",M,BUL
19259,"TOMS, Edward James",M,GBR
19260,"TOMS, Fred P.",M,CAN
19261,"TOMSEN, Walter",M,USA
19262,"TOMSIC, Ronald Paul",M,USA
19263,"TOMSON, Priit",M,URS
19264,"TONANI, Giuseppe",M,ITA
19265,"TONELLI, Mark",M,AUS
19266,"TONELLO, Alfred",M,FRA
19267,"TONG, Fei",M,CHN
19268,"TONG, Ross",M,NZL
19269,"TONG, Wen",F,CHN
19270,"TONIATTI, Carlo",M,ITA
19271,"TONISTE, Tonu",M,URS
19272,"TONISTE, Tonu",M,EST
19273,"TONISTE, Toomas",M,URS
19274,"TONISTE, Toomas",M,EST
19275,"TONKOVIC, Marija",F,YUG
19276,"TONKS, Richard",M,NZL
19277,"TONTCHEV TONTCHO, Dimitrov",M,BUL
19278,"TOOMEY, William Anthony",M,USA
19279,"TOON, Michael",M,AUS
19280,"TOONEN, Hendrik (Rik)",M,NED
19281,"TOOTELL, Frederick Delmont",M,USA
19282,"TOOTH, Liane Marianne",F,AUS
19283,"TOPIC, Milenko",M,YUG
19284,TOPKI,M,URS
19285,"TOPPING, Jenny",F,USA
19286,"TOPPINO, Martin Emmett",M,USA
19287,"TOPS, Jan",M,NED
19288,"TOPUROV, Stefan",M,BUL
19289,"TORBAN, Vladimir",M,URS
19290,"TORCHEBOEUF, Emile",M,FRA
19291,"TORELL, Knut E.",M,SWE
19292,"TORGENSEN, Einar",M,NOR
19293,"TORGERSSON, Therese",F,SWE
19294,"TORGOVANOV, Dmitri",M,RUS
19295,"TORIBIO, Simeon Galvez",M,PHI
19296,"TORMA, Julius",M,TCH
19297,"TORNBLAD-JENSEN, Anne",F,DEN
19298,"TORNIKIDOU, Elena",F,EUN
19299,"TOROK, Otto",M,HUN
19300,"TOROSYAN, David",M,URS
19301,"TORREALVA, Gina",F,PER
19302,"TORRENCE, Gwen",F,USA
19303,"TORRENT, Carlos",M,ESP
19304,"TORRES, Aureliano",M,PAR
19305,"TORRES, Dara",F,USA
19306,"TORRES, Jose Louis Chegui",M,USA
